Location,Headquarters,Type of ownership,Industry,Rating,Sector,hourly,avr_salary,company_txt,age,job_state,same_state,python_yn,R_yn,sql_yn,excel_yn,job_title,seniority,desc_len,num_comp,employees_num,revenue_avr
"New York, NY","New York, NY",Company - Private,Internet,3.9,Information Technology,0,47.0,Signpost,13.0,NY,True,False,False,True,False,data analyst,senior,367,0,350.5,0.0175
"San Jose, CA","San Jose, CA",Company - Public,Computer Hardware & Software,4.0,Information Technology,0,162.0,Adobe,41.0,CA,True,True,False,True,True,data scientist,na,566,2,10000.0,7.5
"Gaithersburg, MD","Cambridge, United Kingdom",Company - Public,Biotech & Pharmaceuticals,3.9,Biotech & Pharmaceuticals,0,140.0,AstraZeneca,110.0,MD,False,True,False,False,True,data scientist,senior,645,3,10000.0,10.0
"Knoxville, TN","Knoxville, TN",Company - Private,Gas Stations,3.0,Retail,0,98.0,Pilot Flying J Travel Centers LLC,65.0,TN,True,True,False,True,False,data engineer,senior,313,3,10000.0,10.0
"New York, NY","Cambridge, United Kingdom",Company - Public,Biotech & Pharmaceuticals,3.9,Biotech & Pharmaceuticals,0,137.0,AstraZeneca,110.0,NY,False,True,False,False,False,data scientist,senior,438,3,10000.0,10.0
"Denver, CO","Denver, CO",Nonprofit Organization,Insurance Carriers,4.0,Insurance,0,99.0,Pinnacol Assurance,108.0,CO,True,True,False,True,False,data engineer,na,697,0,750.5,0.75
"Milwaukee, WI","Milwaukee, WI",Company - Private,Food & Beverage Manufacturing,3.3,Manufacturing,0,54.0,Palermo's Pizza,59.0,WI,True,False,False,False,False,na,na,371,0,750.5,
"Franklin, TN","Indianapolis, IN",Company - Private,Health Care Services & Hospitals,3.2,Health Care,0,109.0,Equian LLC,19.0,TN,False,False,False,False,True,data engineer,senior,262,0,3000.5,
"Rockville, MD","Reston, VA",Company - Private,IT Services,3.4,Information Technology,0,109.0,MetroStar Systems,24.0,MD,False,False,False,False,False,data engineer,na,583,0,350.5,0.0375
"Natick, MA","Natick, MA",Company - Private,Computer Hardware & Software,4.4,Information Technology,0,139.5,MathWorks,39.0,MA,True,True,False,True,False,data scientist,senior,364,0,3000.5,1.5
"New York, NY","New York, NY",Company - Private,Computer Hardware & Software,3.2,Information Technology,0,125.0,Information Builders,48.0,NY,True,True,False,True,True,machine learning,na,502,3,3000.5,
"Cambridge, MA","Basel, Switzerland",Company - Public,Biotech & Pharmaceuticals,3.8,Biotech & Pharmaceuticals,0,106.5,Novartis,27.0,MA,False,True,False,True,False,data scientist,senior,558,0,10000.0,10.0
"Millville, DE","Lewes, DE",Nonprofit Organization,Health Care Services & Hospitals,3.6,Health Care,1,57.2,Beebe Healthcare,88.0,DE,False,False,False,False,False,na,na,367,0,3000.5,0.3
"South San Francisco, CA","San Francisco, CA",Subsidiary or Business Segment,Biotech & Pharmaceuticals,2.9,Biotech & Pharmaceuticals,0,73.0,Audentes Therapeutics,11.0,CA,False,False,False,False,False,na,na,500,3,350.5,
"Rockville, MD","Rockville, MD",Company - Private,Biotech & Pharmaceuticals,2.7,Biotech & Pharmaceuticals,0,81.0,Advanced BioScience Laboratories,62.0,MD,True,False,False,False,True,na,na,514,0,350.5,0.0375
"Winston-Salem, NC","Winston-Salem, NC",Company - Private,Consumer Products Manufacturing,3.1,Manufacturing,0,99.5,Reynolds American,148.0,NC,True,False,False,False,True,na,na,945,0,7500.5,10.0
"South San Francisco, CA","Sunnyvale, CA",Company - Private,Biotech & Pharmaceuticals,4.0,Biotech & Pharmaceuticals,0,92.0,23andMe,17.0,CA,False,False,False,False,True,na,senior,533,3,750.5,
"Richfield, OH","Richfield, OH",Company - Private,Insurance Carriers,3.3,Insurance,0,45.5,National Interstate,34.0,OH,True,False,False,False,False,data analyst,na,424,0,750.5,0.75
"Indianapolis, IN","Indianapolis, IN",Company - Private,Consulting,4.5,Business Services,0,122.5,Moser Consulting,27.0,IN,True,True,False,True,False,data engineer,senior,331,0,125.5,0.0375
"Worcester, MA","Worcester, MA",Company - Public,Insurance Carriers,3.7,Insurance,0,54.0,The Hanover Insurance Group,171.0,MA,True,False,False,True,False,data analyst,na,523,0,7500.5,7.5
"New York, NY","New York, NY",Company - Private,Travel Agencies,3.8,Travel & Tourism,0,53.5,Fareportal,21.0,NY,True,True,False,True,True,data analyst,na,343,3,3000.5,3.5
"Chicago, IL","Chicago, IL",Company - Public,Financial Analytics & Research,3.9,Finance,0,140.0,TransUnion,55.0,IL,True,True,False,True,True,data scientist,senior,728,0,7500.5,1.5
"Hampton, VA","Bedford, MA",Nonprofit Organization,Federal Agencies,3.2,Government,0,77.5,MITRE,65.0,VA,False,False,False,False,False,data scientist,senior,454,3,7500.5,1.5
"Cambridge, MA","Cambridge, MA",Company - Private,Construction,3.3,"Construction, Repair & Maintenance",1,55.120000000000005,Mcphail Associates,47.0,MA,True,False,False,False,True,na,na,232,0,25.5,
"Winston-Salem, NC","Winston-Salem, NC",Company - Private,Consumer Products Manufacturing,3.1,Manufacturing,0,117.5,Reynolds American,148.0,NC,True,False,False,False,True,na,senior,951,0,7500.5,10.0
"San Diego, CA","San Diego, CA",Company - Private,Biotech & Pharmaceuticals,2.4,Biotech & Pharmaceuticals,0,70.5,Crown Bioscience,17.0,CA,True,False,False,False,False,na,na,468,0,750.5,0.075
"Marietta, GA","Morrisville, NC",Company - Private,Biotech & Pharmaceuticals,2.9,Biotech & Pharmaceuticals,0,80.0,Q2 Solutions,8.0,GA,False,False,False,False,True,na,senior,582,0,3000.5,
"Ithaca, NY","Morrisville, NC",Company - Private,Biotech & Pharmaceuticals,2.9,Biotech & Pharmaceuticals,0,70.0,Q2 Solutions,8.0,NY,False,False,False,False,True,na,na,609,0,3000.5,
"Quincy, MA","Quincy, MA",Company - Private,Insurance Carriers,3.4,Insurance,0,90.0,Arbella Insurance,35.0,MA,True,False,False,True,True,data engineer,na,393,0,3000.5,0.3
"Palo Alto, CA","Palo Alto, CA",Company - Private,K-12 Education,4.1,Education,0,111.0,CK-12 Foundation,16.0,CA,True,True,False,False,True,machine learning,na,516,0,25.5,
"San Francisco, CA","San Francisco, CA",Company - Public,Computer Hardware & Software,3.9,Information Technology,0,138.5,Life360,15.0,CA,True,True,False,True,False,data analyst,senior,860,0,125.5,
"Boston, MA","Springfield, MA",Company - Private,Insurance Carriers,3.6,Insurance,0,68.5,MassMutual,172.0,MA,False,False,False,False,True,data scientist,na,706,0,7500.5,10.0
"San Francisco, CA","San Francisco, CA",Company - Private,Internet,3.9,Information Technology,0,87.5,Fivestars,12.0,CA,True,True,False,True,True,data engineer,na,541,2,350.5,0.3
"Cambridge, MA","Brentford, United Kingdom",Company - Public,Biotech & Pharmaceuticals,3.9,Biotech & Pharmaceuticals,0,84.5,GSK,193.0,MA,False,False,False,False,False,na,senior,871,3,10000.0,10.0
"Nashville, TN","San Francisco, CA",Company - Public,Internet,4.4,Information Technology,0,102.5,Eventbrite,17.0,TN,False,True,False,True,False,data engineer,senior,877,3,3000.5,0.3
"Pittsburgh, PA","Pittsburgh, PA",College / University,Colleges & Universities,2.6,Education,0,73.5,Software Engineering Institute,39.0,PA,True,False,False,False,True,na,na,421,0,750.5,
"Beavercreek, OH","Arlington, VA",Nonprofit Organization,Federal Agencies,3.6,Government,0,93.5,Riverside Research Institute,56.0,OH,False,True,False,False,False,na,na,522,0,750.5,0.075
